month,cluster_id,n_samples,n_benign,n_malicious,mal_ratio,age,birth_month,is_new,top_features
2017,20,8,8,0,0.0,0,0,True,Landroid/webkit/WebView;.loadUrl:(Ljava/lang/String;)V(-0.296); Landroid/webkit/WebView;.goBack:()V(+0.284); Landroid/webkit/WebView;.canGoBack:()Z(-0.277); Landroid/webkit/WebView;.setWebChromeClient:(Landroid/webkit/WebChromeClient;)V(-0.262); Landroid/webkit/WebView;.setWebViewClient:(Landroid/webkit/WebViewClient;)V(+0.209); Landroid/webkit/WebViewClient;.<init>:()V(-0.203); Landroid/webkit/WebView;.getSettings:()Landroid/webkit/WebSettings;(+0.202); Landroid/os/Process;.myPid:()I(-0.190); Landroid/os/Process;.killProcess:(I)V(+0.183); Landroid/webkit/WebView;.clearCache:(Z)V(-0.178)
2018,0,1979,1778,201,0.1016,2,0,False,Landroid/content/Context;.getApplicationInfo:()Landroid/content/pm/ApplicationInfo;(+0.092); Ljava/lang/StringBuilder;.append:(D)Ljava/lang/StringBuilder;(+0.091); Landroid/content/Intent;.addFlags:(I)Landroid/content/Intent;(+0.091); Landroid/content/Context;.startActivity:(Landroid/content/Intent;)V(-0.090); Ljava/io/FileOutputStream;.write:([BII)V(+0.089); Ljava/lang/StringBuilder;.append:(Z)Ljava/lang/StringBuilder;(-0.089); Ljava/net/HttpURLConnection;.disconnect:()V(+0.089); Ljava/net/HttpURLConnection;.setReadTimeout:(I)V(+0.089); Landroid/webkit/WebView;.<init>:(Landroid/content/Context;)V(-0.089); Landroid/webkit/WebView;.loadUrl:(Ljava/lang/String;)V(-0.089)
2018,1,1255,1161,94,0.0749,2,0,False,Landroid/content/Intent;.setDataAndType:(Landroid/net/Uri;Ljava/lang/String;)Landroid/content/Intent;(-0.121); Ljava/net/HttpURLConnection;.disconnect:()V(+0.120); Landroid/webkit/WebView;.onResume:()V(+0.120); Landroid/webkit/WebView;.onPause:()V(-0.120); Ljava/lang/StringBuilder;.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;(+0.120); Ljava/lang/StringBuilder;.append:(I)Ljava/lang/StringBuilder;(-0.119); Ljava/lang/String;.substring:(I)Ljava/lang/String;(-0.119); Ljava/net/HttpURLConnection;.getResponseCode:()I(-0.119); Ljava/net/URL;.openConnection:()Ljava/net/URLConnection;(-0.119); Ljava/lang/StringBuilder;.append:(J)Ljava/lang/StringBuilder;(+0.119)
2018,2,493,462,31,0.0629,2,0,False,Ljava/lang/StringBuilder;.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;(+0.233); Ljava/lang/StringBuilder;.append:(I)Ljava/lang/StringBuilder;(-0.228); Ljava/lang/StringBuilder;.append:(Ljava/lang/Object;)Ljava/lang/StringBuilder;(+0.225); Ljava/lang/String;.substring:(I)Ljava/lang/String;(-0.219); Ljava/lang/StringBuilder;.append:(C)Ljava/lang/StringBuilder;(-0.217); Ljava/lang/StringBuilder;.append:(J)Ljava/lang/StringBuilder;(+0.213); Landroid/content/Intent;.addFlags:(I)Landroid/content/Intent;(+0.213); Ljava/io/File;.exists:()Z(-0.204); Landroid/content/Context;.startActivity:(Landroid/content/Intent;)V(-0.204); Landroid/app/Activity;.startActivityForResult:(Landroid/content/Intent;I)V(+0.202)
2018,3,1084,806,278,0.2565,2,0,False,Ljava/lang/String;.getBytes:()[B(+0.097); Ljava/lang/String;.substring:(II)Ljava/lang/String;(-0.096); Ljava/lang/String;.substring:(I)Ljava/lang/String;(-0.096); Ljava/lang/String;.getBytes:(Ljava/lang/String;)[B(-0.096); Ljava/lang/StringBuilder;.append:(J)Ljava/lang/StringBuilder;(+0.096); Ljava/lang/StringBuilder;.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;(+0.096); Ljava/lang/StringBuilder;.append:(I)Ljava/lang/StringBuilder;(-0.096); Ljava/lang/String;.valueOf:(I)Ljava/lang/String;(+0.096); Ljava/lang/StringBuilder;.append:(Ljava/lang/Object;)Ljava/lang/StringBuilder;(+0.096); Ljava/lang/StringBuilder;.append:(Z)Ljava/lang/StringBuilder;(-0.095)
2018,4,686,674,12,0.0175,2,0,False,Landroid/webkit/WebView;.getSettings:()Landroid/webkit/WebSettings;(+0.147); Landroid/webkit/WebViewClient;.<init>:()V(-0.145); Landroid/webkit/WebView;.setWebViewClient:(Landroid/webkit/WebViewClient;)V(+0.144); Ljavax/crypto/Cipher;.getInstance:(Ljava/lang/String;)Ljavax/crypto/Cipher;(+0.142); Ljavax/crypto/Cipher;.doFinal:([B)[B(+0.142); Ljava/net/HttpURLConnection;.setInstanceFollowRedirects:(Z)V(-0.141); Landroid/webkit/WebView;.destroy:()V(+0.141); Ljava/lang/StringBuilder;.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;(+0.139); Ljava/net/HttpURLConnection;.getHeaderField:(Ljava/lang/String;)Ljava/lang/String;(-0.139); Ljava/lang/StringBuilder;.append:(I)Ljava/lang/StringBuilder;(-0.139)
2018,5,756,626,130,0.172,2,0,False,Landroid/webkit/WebViewClient;.onReceivedError:(Landroid/webkit/WebView;ILjava/lang/String;Ljava/lang/String;)V(+0.099); Landroid/webkit/WebView;.destroy:()V(+0.098); Ljava/lang/StringBuilder;.append:(F)Ljava/lang/StringBuilder;(+0.097); Landroid/net/NetworkInfo;.isConnected:()Z(-0.096); Landroid/webkit/WebView;.<init>:(Landroid/content/Context;)V(-0.096); Landroid/webkit/WebView;.loadUrl:(Ljava/lang/String;)V(-0.096); Ljava/lang/StringBuilder;.append:(D)Ljava/lang/StringBuilder;(+0.095); Ljava/io/FileOutputStream;.write:([BII)V(+0.095); Ljava/net/HttpURLConnection;.getResponseCode:()I(-0.094); Landroid/content/Context;.getApplicationInfo:()Landroid/content/pm/ApplicationInfo;(+0.094)
2018,6,1773,1673,100,0.0564,2,0,False,Ljava/net/HttpURLConnection;.setRequestProperty:(Ljava/lang/String;Ljava/lang/String;)V(-0.106); Landroid/webkit/WebViewDatabase;.clearHttpAuthUsernamePassword:()V(+0.106); Ljava/net/HttpURLConnection;.disconnect:()V(+0.106); Landroid/net/ConnectivityManager;.getActiveNetworkInfo:()Landroid/net/NetworkInfo;(+0.106); Landroid/webkit/WebView;.onTouchEvent:(Landroid/view/MotionEvent;)Z(+0.105); Landroid/os/Handler;.obtainMessage:(ILjava/lang/Object;)Landroid/os/Message;(+0.105); Ljava/net/HttpURLConnection;.getResponseCode:()I(-0.105); Ljava/lang/String;.getBytes:()[B(+0.105); Landroid/content/Intent;.addFlags:(I)Landroid/content/Intent;(+0.105); Landroid/content/Context;.startActivity:(Landroid/content/Intent;)V(-0.105)
2018,7,549,506,43,0.0783,2,0,False,Ljava/net/HttpURLConnection;.setDoInput:(Z)V(+0.111); Ljava/net/HttpURLConnection;.setRequestMethod:(Ljava/lang/String;)V(+0.109); Ljava/lang/StringBuilder;.append:(Ljava/lang/Object;)Ljava/lang/StringBuilder;(+0.106); Ljava/lang/StringBuilder;.append:(J)Ljava/lang/StringBuilder;(+0.106); Ljava/lang/StringBuilder;.append:(Z)Ljava/lang/StringBuilder;(-0.106); Landroid/app/Activity;.startActivity:(Landroid/content/Intent;)V(+0.105); Ljava/lang/StringBuilder;.append:(I)Ljava/lang/StringBuilder;(-0.105); Landroid/webkit/WebView;.canGoBack:()Z(-0.105); Ljava/lang/StringBuilder;.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;(+0.105); Ljava/lang/String;.substring:(II)Ljava/lang/String;(-0.105)
2018,8,380,319,61,0.1605,2,0,False,Landroid/os/Process;.killProcess:(I)V(+0.179); Ljava/lang/StringBuilder;.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;(+0.168); Ljava/lang/StringBuilder;.append:(I)Ljava/lang/StringBuilder;(-0.164); Landroid/media/AudioRecord;.startRecording:()V(-0.163); Landroid/media/AudioRecord;.getMinBufferSize:(III)I(+0.163); Landroid/media/AudioRecord;.stop:()V(-0.162); Landroid/media/AudioRecord;.release:()V(-0.162); Ljava/lang/StringBuilder;.append:(Ljava/lang/Object;)Ljava/lang/StringBuilder;(+0.162); Landroid/os/Process;.myPid:()I(-0.161); Ljava/lang/System;.loadLibrary:(Ljava/lang/String;)V(-0.160)
