method,months,macro_f1_mean,macro_f1_std,auc_pr_mean,auc_roc_mean,fpr_at_tpr90_mean,label_update_ratio,time_sec_mean,time_sec_total,drift_detected_months,new_clusters_total
Static,36,0.6559192467139757,0.06826084396761976,0.4926563995374695,0.8212326054348639,0.5464272614480077,0.0,2.240113888888889,80.64410000000001,0,0
PeriodicRetraining,36,0.8545729086251108,0.07544765274293518,0.8061663739509508,0.9337903826326328,0.16761500926658768,17.259501811966615,35.56590555555556,1280.3726000000001,0,0
FullLabelUpdate,36,0.8873147264917944,0.07917778092242439,0.8514686602753578,0.9542738413232201,0.08351288839132406,1.0,2.1224749999999997,76.40909999999998,0,0
RandomSelectiveUpdate,36,0.8727363671347695,0.08965852715699842,0.823191119023797,0.9426465178683991,0.12995947052130982,0.29996417181085067,2.1452138888888888,77.2277,0,0
UncertaintyOnlyUpdate,36,0.8931062787592272,0.07014095930280856,0.8445001295917194,0.9463090984672426,0.10858444035305931,0.29996417181085067,2.146827777777778,77.2858,0,0
DriftOnlyUpdate,36,0.8688247034232566,0.10291511519590064,0.8230753167623206,0.9390582045392795,0.13942209137172107,0.29996417181085067,2.153394444444445,77.52220000000001,0,0
Proposed,36,0.8886747911924258,0.06566069917393974,0.8340688854187353,0.9470255641342717,0.1345168182008892,0.3327381546720546,5.151883333333334,185.4678,9,59
